"pais_codigo","pais_nome","esporte_codigo","esporte_nome","evento_genero","evento_medalha","evento_atleta","evento_data"
"USA","EUA","ATH","Atletismo","Homens","Ouro","Noah LYLES","2024-08-04"
"USA","EUA","ATH","Atletismo","Homens","Ouro","Cole HOCKER","2024-08-06"
"USA","EUA","ATH","Atletismo","Homens","Ouro","Ryan CROUSER","2024-08-03"
"USA","EUA","ATH","Atletismo","Mulheres","Ouro","Gabrielle THOMAS","2024-08-06"
"USA","EUA","ATH","Atletismo","Mulheres","Ouro","Valarie ALLMAN","2024-08-05"
"USA","EUA","ATH","Atletismo","Homens","Prata","Sam KENDRICKS","2024-08-05"
"USA","EUA","ATH","Atletismo","Homens","Prata","Joe KOVACS","2024-08-03"
"USA","EUA","ATH","Atletismo","Mulheres","Prata","Sha'carri RICHARDSON","2024-08-03"
"USA","EUA","ATH","Atletismo","Mulheres","Prata","Annette Nneka ECHIKUNWOKE","2024-08-06"
"USA","EUA","ATH","Atletismo","Misto","Prata","United States","2024-08-03"
"USA","EUA","ATH","Atletismo","Homens","Bronze","Fred KERLEY","2024-08-04"
"USA","EUA","ATH","Atletismo","Homens","Bronze","Yared NUGUSE","2024-08-06"
"USA","EUA","ATH","Atletismo","Homens","Bronze","Grant FISHER","2024-08-02"
"USA","EUA","ATH","Atletismo","Mulheres","Bronze","Melissa JEFFERSON","2024-08-03"
"USA","EUA","ATH","Atletismo","Mulheres","Bronze","Brittany BROWN","2024-08-06"
"USA","EUA","ATH","Atletismo","Mulheres","Bronze","Jasmine MOORE","2024-08-03"
"USA","EUA","BK3","Basquete 3x3","Mulheres","Bronze","United States","2024-08-05"
"USA","EUA","BOX","Boxe","Homens","Bronze","Omari JONES","2024-08-06"
"USA","EUA","CSL","Canoagem Slalom","Mulheres","Bronze","Evy LEIBFARTH","2024-07-31"
"USA","EUA","BMF","Ciclismo BMX Freestyle","Mulheres","Prata","Perris BENEGAS","2024-07-31"
"USA","EUA","CRD","Ciclismo de Estrada","Mulheres","Ouro","Kristen FAULKNER","2024-08-04"
"USA","EUA","CRD","Ciclismo de Estrada","Mulheres","Bronze","Chloe DYGERT","2024-07-27"
"USA","EUA","MTB","Ciclismo Mountain Bike","Mulheres","Prata","Haley BATTEN","2024-07-28"
"USA","EUA","FEN","Esgrima","Mulheres","Ouro","Lee KIEFER","2024-07-28"
"USA","EUA","FEN","Esgrima","Mulheres","Ouro","United States","2024-08-01"
"USA","EUA","FEN","Esgrima","Mulheres","Prata","Lauren SCRUGGS","2024-07-28"
"USA","EUA","FEN","Esgrima","Homens","Bronze","Nick ITKIN","2024-07-29"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Ouro","United States","2024-07-30"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Ouro","Simone BILES","2024-08-01"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Ouro","Simone BILES","2024-08-03"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Prata","Simone BILES","2024-08-05"
"USA","EUA","GAR","Ginástica Artística","Homens","Bronze","United States","2024-07-29"
"USA","EUA","GAR","Ginástica Artística","Homens","Bronze","Stephen NEDOROSCIK","2024-08-03"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Bronze","Sunisa LEE","2024-08-01"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Bronze","Jade CAREY","2024-08-03"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Bronze","Sunisa LEE","2024-08-04"
"USA","EUA","GAR","Ginástica Artística","Mulheres","Bronze","Jordan CHILES","2024-08-05"
"USA","EUA","GLF","Golfe","Homens","Ouro","Scottie SCHEFFLER","2024-08-04"
"USA","EUA","EQU","Hipismo",NA,"Prata","United States","2024-08-02"
"USA","EUA","WRE","Luta","Mulheres","Ouro","Amit ELOR","2024-08-06"
"USA","EUA","SWM","Natação","Mulheres","Ouro","Katie LEDECKY","2024-08-03"
"USA","EUA","SWM","Natação","Mulheres","Ouro","Katie LEDECKY","2024-07-31"
"USA","EUA","SWM","Natação","Mulheres","Ouro","Kate DOUGLASS","2024-08-01"
"USA","EUA","SWM","Natação","Mulheres","Ouro","Torri HUSKE","2024-07-28"
"USA","EUA","SWM","Natação","Mulheres","Ouro","United States","2024-08-04"
"USA","EUA","SWM","Natação","Homens","Ouro","Bobby FINKE","2024-08-04"
"USA","EUA","SWM","Natação","Homens","Ouro","United States","2024-07-27"
"USA","EUA","SWM","Natação","Misto","Ouro","United States","2024-08-03"
"USA","EUA","SWM","Natação","Mulheres","Prata","Torri HUSKE","2024-07-31"
"USA","EUA","SWM","Natação","Mulheres","Prata","Regan SMITH","2024-07-30"
"USA","EUA","SWM","Natação","Mulheres","Prata","Regan SMITH","2024-08-02"
"USA","EUA","SWM","Natação","Mulheres","Prata","Gretchen WALSH","2024-07-28"
"USA","EUA","SWM","Natação","Mulheres","Prata","Regan SMITH","2024-08-01"
"USA","EUA","SWM","Natação","Mulheres","Prata","Kate DOUGLASS","2024-08-03"
"USA","EUA","SWM","Natação","Mulheres","Prata","Katie GRIMES","2024-07-29"
"USA","EUA","SWM","Natação","Mulheres","Prata","United States","2024-07-27"
"USA","EUA","SWM","Natação","Mulheres","Prata","United States","2024-08-01"
"USA","EUA","SWM","Natação","Homens","Prata","Bobby FINKE","2024-07-30"
"USA","EUA","SWM","Natação","Homens","Prata","Nic FINK","2024-07-28"
"USA","EUA","SWM","Natação","Homens","Prata","United States","2024-07-30"
"USA","EUA","SWM","Natação","Homens","Prata","United States","2024-08-04"
"USA","EUA","SWM","Natação","Mulheres","Bronze","Katie LEDECKY","2024-07-27"
"USA","EUA","SWM","Natação","Mulheres","Bronze","Paige MADDEN","2024-08-03"
"USA","EUA","SWM","Natação","Mulheres","Bronze","Katharine BERKOFF","2024-07-30"
"USA","EUA","SWM","Natação","Mulheres","Bronze","Emma WEYANT","2024-07-29"
"USA","EUA","SWM","Natação","Homens","Bronze","Luke HOBSON","2024-07-29"
"USA","EUA","SWM","Natação","Homens","Bronze","Ryan MURPHY","2024-07-29"
"USA","EUA","SWM","Natação","Homens","Bronze","Carson FOSTER","2024-07-28"
"USA","EUA","ROW","Remo","Homens","Ouro","United States","2024-08-01"
"USA","EUA","ROW","Remo","Homens","Bronze","United States","2024-08-03"
"USA","EUA","RU7","Rugby Sevens","Mulheres","Bronze","United States","2024-07-30"
"USA","EUA","DIV","Saltos Ornamentais","Mulheres","Prata","BACON/COOK","2024-07-27"
"USA","EUA","SKB","Skate","Homens","Prata","Jagger EATON","2024-07-29"
"USA","EUA","SKB","Skate","Homens","Bronze","Nyjah HUSTON","2024-07-29"
"USA","EUA","SRF","Surfe","Mulheres","Ouro","Caroline MARKS","2024-08-05"
"USA","EUA","TEN","Tênis","Homens","Prata","KRAJICEK/RAM","2024-08-03"
"USA","EUA","TEN","Tênis","Homens","Bronze","FRITZ/PAUL","2024-08-03"
"USA","EUA","ARC","Tiro com Arco","Homens","Prata","Brady ELLISON","2024-08-04"
"USA","EUA","ARC","Tiro com Arco","Misto","Bronze","United States","2024-08-02"
"USA","EUA","SHO","Tiro Esportivo","Homens","Ouro","Vincent HANCOCK","2024-08-03"
"USA","EUA","SHO","Tiro Esportivo","Homens","Prata","Conner Lynn PRINCE","2024-08-03"
"USA","EUA","SHO","Tiro Esportivo","Mulheres","Prata","Sagen MADDALENA","2024-08-02"
"USA","EUA","SHO","Tiro Esportivo","Misto","Prata","United States 1","2024-08-05"
"USA","EUA","SHO","Tiro Esportivo","Mulheres","Bronze","Austen Jewell SMITH","2024-08-04"
"USA","EUA","TRI","Triatlo","Misto","Prata","United States of Amer","2024-08-05"
"USA","EUA","SAL","Vela","Homens","Bronze","BARROWS/HENKEN","2024-08-02"
"CHN","China","ATH","Atletismo","Mulheres","Ouro","YANG Jiayu","2024-08-01"
"CHN","China","ATH","Atletismo","Mulheres","Prata","FENG Bin","2024-08-05"
"CHN","China","ATH","Atletismo","Mulheres","Bronze","ZHAO Jie","2024-08-06"
"CHN","China","BDM","Badminton","Mulheres","Ouro","CHEN/JIA","2024-08-03"
"CHN","China","BDM","Badminton","Misto","Ouro","ZHENG/HUANG","2024-08-02"
"CHN","China","BDM","Badminton","Mulheres","Prata","HE Bing Jiao","2024-08-05"
"CHN","China","BDM","Badminton","Homens","Prata","LIANG/WANG","2024-08-04"
"CHN","China","BDM","Badminton","Mulheres","Prata","LIU/TAN","2024-08-03"
"CHN","China","BOX","Boxe","Mulheres","Prata","YANG Wenlu","2024-08-06"
"CHN","China","BMF","Ciclismo BMX Freestyle","Mulheres","Ouro","DENG Yawen","2024-07-31"
"CHN","China","GAR","Ginástica Artística","Homens","Ouro","LIU Yang","2024-08-04"
"CHN","China","GAR","Ginástica Artística","Homens","Ouro","ZOU Jingyuan","2024-08-05"
"CHN","China","GAR","Ginástica Artística","Homens","Prata","China","2024-07-29"
"CHN","China","GAR","Ginástica Artística","Homens","Prata","ZHANG Boheng","2024-07-31"
"CHN","China","GAR","Ginástica Artística","Homens","Prata","ZOU Jingyuan","2024-08-04"
"CHN","China","GAR","Ginástica Artística","Mulheres","Prata","QIU Qiyuan","2024-08-04"
"CHN","China","GAR","Ginástica Artística","Mulheres","Prata","ZHOU Yaqin","2024-08-05"
"CHN","China","GAR","Ginástica Artística","Homens","Bronze","XIAO Ruoteng","2024-07-31"
"CHN","China","GAR","Ginástica Artística","Homens","Bronze","ZHANG Boheng","2024-08-05"
"CHN","China","GTR","Ginástica de Trampolim","Homens","Prata","WANG Zisai","2024-08-02"
"CHN","China","GTR","Ginástica de Trampolim","Homens","Bronze","YAN Langyu","2024-08-02"
"CHN","China","JUD","Judô","Mulheres","Bronze","MA Zhenzhao","2024-08-01"
"CHN","China","WRE","Luta","Homens","Prata","CAO Liguo","2024-08-06"
"CHN","China","WRE","Luta","Homens","Bronze","MENG Lingzhe","2024-08-06"
"CHN","China","SWM","Natação","Homens","Ouro","PAN Zhanle","2024-07-31"
"CHN","China","SWM","Natação","Homens","Ouro","China","2024-08-04"
"CHN","China","SWM","Natação","Mulheres","Prata","TANG Qianting","2024-07-29"
"CHN","China","SWM","Natação","Homens","Prata","XU Jiayu","2024-07-29"
"CHN","China","SWM","Natação","Misto","Prata","China","2024-08-03"
"CHN","China","SWM","Natação","Mulheres","Bronze","ZHANG Yufei","2024-08-04"
"CHN","China","SWM","Natação","Mulheres","Bronze","ZHANG Yufei","2024-07-28"
"CHN","China","SWM","Natação","Mulheres","Bronze","ZHANG Yufei","2024-08-01"
"CHN","China","SWM","Natação","Mulheres","Bronze","China","2024-07-27"
"CHN","China","SWM","Natação","Mulheres","Bronze","China","2024-08-01"
"CHN","China","SWM","Natação","Mulheres","Bronze","China","2024-08-04"
"CHN","China","SWM","Natação","Homens","Bronze","WANG Shun","2024-08-02"
"CHN","China","DIV","Saltos Ornamentais","Mulheres","Ouro","QUAN Hongchan","2024-08-06"
"CHN","China","DIV","Saltos Ornamentais","Mulheres","Ouro","CHANG/CHEN","2024-07-27"
"CHN","China","DIV","Saltos Ornamentais","Mulheres","Ouro","CHEN/QUAN","2024-07-31"
"CHN","China","DIV","Saltos Ornamentais","Homens","Ouro","LONG/WANG","2024-08-02"
"CHN","China","DIV","Saltos Ornamentais","Homens","Ouro","LIAN/YANG","2024-07-29"
"CHN","China","DIV","Saltos Ornamentais","Mulheres","Prata","CHEN Yuxi","2024-08-06"
"CHN","China","TEN","Tênis","Mulheres","Ouro","ZHENG Qinwen","2024-08-03"
"CHN","China","TEN","Tênis","Misto","Prata","WANG/ZHANG","2024-08-02"
"CHN","China","TTE","Tênis de Mesa","Homens","Ouro","FAN Zhendong","2024-08-04"
"CHN","China","TTE","Tênis de Mesa","Mulheres","Ouro","CHEN Meng","2024-08-03"
"CHN","China","TTE","Tênis de Mesa","Misto","Ouro","WANG/SUN","2024-07-30"
"CHN","China","TTE","Tênis de Mesa","Mulheres","Prata","SUN Yingsha","2024-08-03"
"CHN","China","ARC","Tiro com Arco","Mulheres","Prata","China","2024-07-28"
"CHN","China","SHO","Tiro Esportivo","Homens","Ouro","SHENG Lihao","2024-07-29"
"CHN","China","SHO","Tiro Esportivo","Homens","Ouro","LIU Yukun","2024-08-01"
"CHN","China","SHO","Tiro Esportivo","Homens","Ouro","XIE Yu","2024-07-28"
"CHN","China","SHO","Tiro Esportivo","Homens","Ouro","LI Yuehong","2024-08-05"
"CHN","China","SHO","Tiro Esportivo","Misto","Ouro","China 1","2024-07-27"
"CHN","China","SHO","Tiro Esportivo","Homens","Prata","QI Ying","2024-07-30"
"CHN","China","SHO","Tiro Esportivo","Mulheres","Prata","HUANG Yuting","2024-07-29"
"CHN","China","SHO","Tiro Esportivo","Homens","Bronze","WANG Xinjie","2024-08-05"
"CHN","China","SHO","Tiro Esportivo","Mulheres","Bronze","ZHANG Qiongyue","2024-08-02"
"CHN","China","SHO","Tiro Esportivo","Misto","Bronze","China","2024-08-05"
"AUS","Austrália","ATH","Atletismo","Mulheres","Prata","Nicola OLYSLAGERS","2024-08-04"
"AUS","Austrália","ATH","Atletismo","Mulheres","Bronze","Eleanor PATTERSON","2024-08-04"
"AUS","Austrália","ATH","Atletismo","Mulheres","Bronze","Jemima MONTAG","2024-08-01"
"AUS","Austrália","CSL","Canoagem Slalom","Mulheres","Ouro","Jessica FOX","2024-07-28"
"AUS","Austrália","CSL","Canoagem Slalom","Mulheres","Ouro","Jessica FOX","2024-07-31"
"AUS","Austrália","CSL","Canoagem Slalom","Mulheres","Ouro","Noemie FOX","2024-08-05"
"AUS","Austrália","BMF","Ciclismo BMX Freestyle","Mulheres","Bronze","Natalya DIEHM","2024-07-31"
"AUS","Austrália","BMX","Ciclismo BMX Racing","Mulheres","Ouro","Saya SAKAKIBARA","2024-08-02"
"AUS","Austrália","CRD","Ciclismo de Estrada","Mulheres","Ouro","Grace BROWN","2024-07-27"
"AUS","Austrália","CTR","Ciclismo de Pista","Homens","Bronze","Australia","2024-08-06"
"AUS","Austrália","EQU","Hipismo",NA,"Prata","Christopher BURTON","2024-07-29"
"AUS","Austrália","SWM","Natação","Mulheres","Ouro","Mollie O'CALLAGHAN","2024-07-29"
"AUS","Austrália","SWM","Natação","Mulheres","Ouro","Ariarne TITMUS","2024-07-27"
"AUS","Austrália","SWM","Natação","Mulheres","Ouro","Kaylee McKEOWN","2024-07-30"
"AUS","Austrália","SWM","Natação","Mulheres","Ouro","Kaylee McKEOWN","2024-08-02"
"AUS","Austrália","SWM","Natação","Mulheres","Ouro","Australia","2024-07-27"
"AUS","Austrália","SWM","Natação","Mulheres","Ouro","Australia","2024-08-01"
"AUS","Austrália","SWM","Natação","Homens","Ouro","Cameron McEVOY","2024-08-02"
"AUS","Austrália","SWM","Natação","Mulheres","Prata","Meg HARRIS","2024-08-04"
"AUS","Austrália","SWM","Natação","Mulheres","Prata","Ariarne TITMUS","2024-07-29"
"AUS","Austrália","SWM","Natação","Mulheres","Prata","Ariarne TITMUS","2024-08-03"
"AUS","Austrália","SWM","Natação","Mulheres","Prata","Australia","2024-08-04"
"AUS","Austrália","SWM","Natação","Homens","Prata","Kyle CHALMERS","2024-07-31"
"AUS","Austrália","SWM","Natação","Homens","Prata","Elijah WINNINGTON","2024-07-27"
"AUS","Austrália","SWM","Natação","Homens","Prata","Zac STUBBLETY-COOK","2024-07-31"
"AUS","Austrália","SWM","Natação","Homens","Prata","Australia","2024-07-27"
"AUS","Austrália","SWM","Natação","Mulheres","Bronze","Kaylee McKEOWN","2024-08-03"
"AUS","Austrália","SWM","Natação","Homens","Bronze","Australia","2024-07-30"
"AUS","Austrália","SWM","Natação","Misto","Bronze","Australia","2024-08-03"
"AUS","Austrália","ROW","Remo","Mulheres","Bronze","MORRISON/McINTYRE","2024-08-02"
"AUS","Austrália","SKB","Skate","Mulheres","Ouro","Arisa TREW","2024-08-06"
"AUS","Austrália","SRF","Surfe","Homens","Prata","Jack ROBINSON","2024-08-05"
"AUS","Austrália","TEN","Tênis","Homens","Ouro","EBDEN/PEERS","2024-08-03"
"AUS","Austrália","SHO","Tiro Esportivo","Mulheres","Bronze","Penny SMITH","2024-07-31"
"AUS","Austrália","SAL","Vela","Homens","Prata","Grae MORRIS","2024-08-03"
"FRA","França","BK3","Basquete 3x3","Homens","Prata","France","2024-08-05"
"FRA","França","CSL","Canoagem Slalom","Homens","Ouro","Nicolas GESTIN","2024-07-29"
"FRA","França","CSL","Canoagem Slalom","Homens","Prata","Titouan CASTRYCK","2024-08-01"
"FRA","França","CSL","Canoagem Slalom","Mulheres","Prata","Angele HUG","2024-08-05"
"FRA","França","BMF","Ciclismo BMX Freestyle","Homens","Bronze","Anthony JEANJEAN","2024-07-31"
"FRA","França","BMX","Ciclismo BMX Racing","Homens","Ouro","Joris DAUDET","2024-08-02"
"FRA","França","BMX","Ciclismo BMX Racing","Homens","Prata","Sylvain ANDRE","2024-08-02"
"FRA","França","BMX","Ciclismo BMX Racing","Homens","Bronze","Romain MAHIEU","2024-08-02"
"FRA","França","CRD","Ciclismo de Estrada","Homens","Prata","Valentin MADOUAS","2024-08-03"
"FRA","França","CRD","Ciclismo de Estrada","Homens","Bronze","Christophe LAPORTE","2024-08-03"
"FRA","França","MTB","Ciclismo Mountain Bike","Mulheres","Ouro","Pauline FERRAND PREVOT","2024-07-28"
"FRA","França","MTB","Ciclismo Mountain Bike","Homens","Prata","Victor KORETZKY","2024-07-29"
"FRA","França","FEN","Esgrima","Mulheres","Ouro","Manon APITHY-BRUNET","2024-07-29"
"FRA","França","FEN","Esgrima","Mulheres","Prata","Auriane MALLO-BRETON","2024-07-27"
"FRA","França","FEN","Esgrima","Mulheres","Prata","Sara BALZER","2024-07-29"
"FRA","França","FEN","Esgrima","Homens","Prata","Yannick BOREL","2024-07-28"
"FRA","França","FEN","Esgrima","Mulheres","Prata","France","2024-07-30"
"FRA","França","FEN","Esgrima","Homens","Bronze","France","2024-08-04"
"FRA","França","FEN","Esgrima","Homens","Bronze","France","2024-07-31"
"FRA","França","EQU","Hipismo",NA,"Prata","France","2024-07-29"
"FRA","França","EQU","Hipismo",NA,"Bronze","France","2024-08-02"
"FRA","França","JUD","Judô","Homens","Ouro","Teddy RINER","2024-08-02"
"FRA","França","JUD","Judô","Misto","Ouro","France","2024-08-03"
"FRA","França","JUD","Judô","Homens","Prata","Luka MKHEIDZE","2024-07-27"
"FRA","França","JUD","Judô","Homens","Prata","Joan-Benjamin GABA","2024-07-29"
"FRA","França","JUD","Judô","Mulheres","Bronze","Shirine BOUKLI","2024-07-27"
"FRA","França","JUD","Judô","Mulheres","Bronze","Amandine BUCHARD","2024-07-28"
"FRA","França","JUD","Judô","Mulheres","Bronze","Sarah Leonie CYSIQUE","2024-07-29"
"FRA","França","JUD","Judô","Mulheres","Bronze","Clarisse AGBEGNENOU","2024-07-30"
"FRA","França","JUD","Judô","Mulheres","Bronze","Romane DICKO","2024-08-02"
"FRA","França","JUD","Judô","Homens","Bronze","Maxime-Gael NGAYAP HAMBOU","2024-07-31"
"FRA","França","SWM","Natação","Homens","Ouro","Leon MARCHAND","2024-07-31"
"FRA","França","SWM","Natação","Homens","Ouro","Leon MARCHAND","2024-08-02"
"FRA","França","SWM","Natação","Homens","Ouro","Leon MARCHAND","2024-07-28"
"FRA","França","SWM","Natação","Mulheres","Prata","Anastasiia KIRPICHNIKOVA","2024-07-31"
"FRA","França","SWM","Natação","Homens","Bronze","Florent MANAUDOU","2024-08-02"
"FRA","França","SWM","Natação","Homens","Bronze","France","2024-08-04"
"FRA","França","RU7","Rugby Sevens","Homens","Ouro","France","2024-07-27"
"FRA","França","SRF","Surfe","Homens","Ouro","Kauli VAAST","2024-08-05"
"FRA","França","SRF","Surfe","Mulheres","Bronze","Johanne DEFAY","2024-08-05"
"FRA","França","TTE","Tênis de Mesa","Homens","Bronze","Felix LEBRUN","2024-08-04"
"FRA","França","ARC","Tiro com Arco","Homens","Prata","France","2024-07-29"
"FRA","França","ARC","Tiro com Arco","Mulheres","Bronze","Lisa BARBELIN","2024-08-03"
"FRA","França","SHO","Tiro Esportivo","Mulheres","Prata","Camille JEDRZEJEWSKI","2024-08-03"
"FRA","França","TRI","Triatlo","Mulheres","Ouro","Cassandre BEAUGRAND","2024-07-31"
"FRA","França","TRI","Triatlo","Homens","Bronze","Leo BERGERE","2024-07-31"
"FRA","França","SAL","Vela","Mulheres","Bronze","STEYAERT/PICON","2024-08-02"
"GBR","Grã-Bretanha","ATH","Atletismo","Mulheres","Ouro","Keely HODGKINSON","2024-08-05"
"GBR","Grã-Bretanha","ATH","Atletismo","Homens","Prata","Josh KERR","2024-08-06"
"GBR","Grã-Bretanha","ATH","Atletismo","Misto","Bronze","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","BOX","Boxe","Homens","Bronze","Lewis RICHARDSON","2024-08-06"
"GBR","Grã-Bretanha","CSL","Canoagem Slalom","Homens","Prata","Adam BURGESS","2024-07-29"
"GBR","Grã-Bretanha","CSL","Canoagem Slalom","Homens","Prata","Joseph CLARKE","2024-08-05"
"GBR","Grã-Bretanha","CSL","Canoagem Slalom","Mulheres","Bronze","Kimberley WOODS","2024-07-28"
"GBR","Grã-Bretanha","CSL","Canoagem Slalom","Mulheres","Bronze","Kimberley WOODS","2024-08-05"
"GBR","Grã-Bretanha","BMF","Ciclismo BMX Freestyle","Homens","Prata","Kieran Darren David REILLY","2024-07-31"
"GBR","Grã-Bretanha","CRD","Ciclismo de Estrada","Mulheres","Prata","Anna HENDERSON","2024-07-27"
"GBR","Grã-Bretanha","CTR","Ciclismo de Pista","Mulheres","Ouro","Great Britain","2024-08-05"
"GBR","Grã-Bretanha","CTR","Ciclismo de Pista","Homens","Prata","Great Britain","2024-08-06"
"GBR","Grã-Bretanha","MTB","Ciclismo Mountain Bike","Homens","Ouro","Thomas PIDCOCK","2024-07-29"
"GBR","Grã-Bretanha","GAR","Ginástica Artística","Homens","Bronze","Jake JARMAN","2024-08-03"
"GBR","Grã-Bretanha","GAR","Ginástica Artística","Homens","Bronze","Harry HEPWORTH","2024-08-04"
"GBR","Grã-Bretanha","GTR","Ginástica de Trampolim","Mulheres","Ouro","Bryony PAGE","2024-08-02"
"GBR","Grã-Bretanha","GLF","Golfe","Homens","Prata","Tommy FLEETWOOD","2024-08-04"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Ouro","Great Britain","2024-07-29"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Ouro","Great Britain","2024-08-02"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Bronze","Laura COLLETT","2024-07-29"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Bronze","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","EQU","Hipismo",NA,"Bronze","Charlotte FRY","2024-08-04"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Ouro","Great Britain","2024-07-30"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Benjamin PROUD","2024-08-02"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Matthew RICHARDS","2024-07-29"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Adam PEATY","2024-07-28"
"GBR","Grã-Bretanha","SWM","Natação","Homens","Prata","Duncan SCOTT","2024-08-02"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Ouro","CRAIG/GRANT","2024-08-02"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Ouro","Great Britain","2024-07-31"
"GBR","Grã-Bretanha","ROW","Remo","Homens","Ouro","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","ROW","Remo","Homens","Prata","WYNNE-GRIF/GEORGE","2024-08-02"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Prata","Great Britain","2024-08-01"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Bronze","HODGKINS B/WILDE","2024-08-01"
"GBR","Grã-Bretanha","ROW","Remo","Homens","Bronze","Great Britain","2024-08-01"
"GBR","Grã-Bretanha","ROW","Remo","Mulheres","Bronze","Great Britain","2024-08-03"
"GBR","Grã-Bretanha","DIV","Saltos Ornamentais","Homens","Prata","DALEY/WILLIAMS","2024-07-29"
"GBR","Grã-Bretanha","DIV","Saltos Ornamentais","Mulheres","Bronze","HARPER/MEW JENSEN","2024-07-27"
